time,datetime,Group4-2_S6_MassFlowRate,Group4-2_S6_FlowVelocity,Group4-2_S6_Volume,Group4-2_S6_VolumetricFlowRate,Group4-2_S6_Mass,Group4-2_S6_Energy,Group4-2_S6_Temperature,Group4-2_S6_Pressure,duration,recording_timestamp
1753178491731,Jul 22 2025 10:01:31.731,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,10553,2025-07-22T09:53:26.894643
1753178491742,Jul 22 2025 10:01:31.742,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9710,2025-07-22T09:53:26.894643
1753178491752,Jul 22 2025 10:01:31.752,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9479,2025-07-22T09:53:26.895180
1753178491761,Jul 22 2025 10:01:31.761,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9496,2025-07-22T09:53:26.934671
1753178491771,Jul 22 2025 10:01:31.771,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9479,2025-07-22T09:53:26.934671
1753178491781,Jul 22 2025 10:01:31.781,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,10536,2025-07-22T09:53:26.935187
1753178491792,Jul 22 2025 10:01:31.792,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9533,2025-07-22T09:53:26.935244
1753178491801,Jul 22 2025 10:01:31.801,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9489,2025-07-22T09:53:26.975185
1753178491811,Jul 22 2025 10:01:31.811,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9528,2025-07-22T09:53:26.975242
1753178491821,Jul 22 2025 10:01:31.821,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,10521,2025-07-22T09:53:26.975242
